replicate,arm,task_id,repository,agg_score,is_failure,inputTokens,runtimeMs
pilot30,repo-scope,task-6905333b74f22949d97ba9a4,simple-login/app,1.0,False,2032515.0,1020902.0
pilot30,repo-scope,task-6905333b74f22949d97ba9a5,simple-login/app,1.0,False,2261980.0,1209505.0
pilot30,repo-scope,task-6905333b74f22949d97ba9a6,simple-login/app,0.8181818181818182,False,,5968026.0
pilot30,repo-scope,task-6905333b74f22949d97ba9a7,simple-login/app,1.0,False,1946816.0,1415951.0
pilot30,repo-scope,task-6905333b74f22949d97ba9a8,simple-login/app,1.0,False,2925634.0,1284125.0
pilot30,repo-scope,task-6905333b74f22949d97ba9a9,simple-login/app,0.4,False,5623214.0,2066356.0
pilot30,repo-scope,task-6905333b74f22949d97ba9aa,simple-login/app,0.6666666666666666,False,,1807310.0
pilot30,repo-scope,task-6905333b74f22949d97ba9ab,simple-login/app,0.0,True,,
pilot30,repo-scope,task-6905333b74f22949d97ba9ac,simple-login/app,0.6,False,4502116.0,1529637.0
pilot30,repo-scope,task-6905333b74f22949d97ba9ad,simple-login/app,0.0,True,4067599.0,1571290.0
pilot30,repo-scope,task-6905333b74f22949d97ba9ae,simple-login/app,0.5833333333333334,False,3677613.0,1219829.0
pilot30,repo-scope,task-6905333b74f22949d97ba9af,simple-login/app,0.7692307692307693,False,3101754.0,1350844.0
pilot30,repo-scope,task-6905333b74f22949d97ba9b2,simple-login/app,1.0,False,1628737.0,585741.0
pilot30,repo-scope,task-6905333b74f22949d97ba9e8,simple-login/app,0.6666666666666666,False,2609503.0,1043794.0
pilot30,repo-scope,task-6905333b74f22949d97baa1d,simple-login/app,0.875,False,2002707.0,859438.0
pilot30,repo-scope,task-6905333b74f22949d97ba9d0,paperless-ngx/paperless-ngx,0.0,True,2445246.0,754661.0
pilot30,repo-scope,task-6905333b74f22949d97ba9d1,paperless-ngx/paperless-ngx,0.75,False,1841431.0,859325.0
pilot30,repo-scope,task-6905333b74f22949d97ba9d2,paperless-ngx/paperless-ngx,1.0,False,2062226.0,520155.0
pilot30,repo-scope,task-6905333b74f22949d97ba9d3,paperless-ngx/paperless-ngx,0.8181818181818182,False,2162472.0,509689.0
pilot30,repo-scope,task-6905333b74f22949d97ba9d4,paperless-ngx/paperless-ngx,0.7272727272727273,False,2377581.0,598720.0
pilot30,repo-scope,task-6905333b74f22949d97ba9d5,paperless-ngx/paperless-ngx,0.7857142857142857,False,1438650.0,324315.0
pilot30,repo-scope,task-6905333b74f22949d97ba9d6,paperless-ngx/paperless-ngx,0.9,False,1670631.0,371348.0
pilot30,repo-scope,task-6905333b74f22949d97ba9d7,paperless-ngx/paperless-ngx,0.9230769230769231,False,2058074.0,644133.0
pilot30,repo-scope,task-6905333b74f22949d97ba9d8,paperless-ngx/paperless-ngx,0.75,False,2289568.0,512202.0
pilot30,repo-scope,task-6905333b74f22949d97ba9d9,paperless-ngx/paperless-ngx,0.7,False,1059459.0,328905.0
pilot30,repo-scope,task-6905333b74f22949d97ba9db,paperless-ngx/paperless-ngx,0.9166666666666666,False,1670910.0,447769.0
pilot30,repo-scope,task-6905333b74f22949d97ba9dc,paperless-ngx/paperless-ngx,0.875,False,3458738.0,911058.0
pilot30,repo-scope,task-6905333b74f22949d97ba9dd,paperless-ngx/paperless-ngx,0.6,False,2498635.0,792391.0
pilot30,repo-scope,task-6905333b74f22949d97ba9de,paperless-ngx/paperless-ngx,0.4444444444444444,False,4707555.0,1403052.0
pilot30,repo-scope,task-6905333b74f22949d97ba9e0,paperless-ngx/paperless-ngx,0.5,False,2925883.0,617421.0
pilot30,global-scope,task-6905333b74f22949d97ba9a4,simple-login/app,0.0,True,,
pilot30,global-scope,task-6905333b74f22949d97ba9a5,simple-login/app,0.6923076923076923,False,1493830.0,1518847.0
pilot30,global-scope,task-6905333b74f22949d97ba9a6,simple-login/app,0.8181818181818182,False,,7682015.0
pilot30,global-scope,task-6905333b74f22949d97ba9a7,simple-login/app,1.0,False,1535273.0,994583.0
pilot30,global-scope,task-6905333b74f22949d97ba9a8,simple-login/app,1.0,False,781208.0,849103.0
pilot30,global-scope,task-6905333b74f22949d97ba9a9,simple-login/app,0.7,False,4851774.0,3414003.0
pilot30,global-scope,task-6905333b74f22949d97ba9aa,simple-login/app,0.6666666666666666,False,3901765.0,1596676.0
pilot30,global-scope,task-6905333b74f22949d97ba9ab,simple-login/app,0.8571428571428571,False,1603108.0,870162.0
pilot30,global-scope,task-6905333b74f22949d97ba9ac,simple-login/app,0.9,False,4173712.0,2053904.0
pilot30,global-scope,task-6905333b74f22949d97ba9ad,simple-login/app,0.8181818181818182,False,3913565.0,1266029.0
pilot30,global-scope,task-6905333b74f22949d97ba9ae,simple-login/app,0.5833333333333334,False,2462347.0,1177398.0
pilot30,global-scope,task-6905333b74f22949d97ba9af,simple-login/app,0.9230769230769231,False,3657121.0,1093479.0
pilot30,global-scope,task-6905333b74f22949d97ba9b2,simple-login/app,1.0,False,1631438.0,600445.0
pilot30,global-scope,task-6905333b74f22949d97ba9e8,simple-login/app,0.5333333333333333,False,5238903.0,1136150.0
pilot30,global-scope,task-6905333b74f22949d97baa1d,simple-login/app,0.75,False,3195293.0,874229.0
pilot30,global-scope,task-6905333b74f22949d97ba9d0,paperless-ngx/paperless-ngx,1.0,False,2563224.0,735364.0
pilot30,global-scope,task-6905333b74f22949d97ba9d1,paperless-ngx/paperless-ngx,1.0,False,2372892.0,788809.0
pilot30,global-scope,task-6905333b74f22949d97ba9d2,paperless-ngx/paperless-ngx,0.9090909090909091,False,2856351.0,878169.0
pilot30,global-scope,task-6905333b74f22949d97ba9d3,paperless-ngx/paperless-ngx,1.0,False,1060640.0,481691.0
pilot30,global-scope,task-6905333b74f22949d97ba9d4,paperless-ngx/paperless-ngx,0.9090909090909091,False,6800432.0,2249417.0
pilot30,global-scope,task-6905333b74f22949d97ba9d5,paperless-ngx/paperless-ngx,0.42857142857142855,False,1600866.0,580072.0
pilot30,global-scope,task-6905333b74f22949d97ba9d6,paperless-ngx/paperless-ngx,0.9,False,2428396.0,714729.0
pilot30,global-scope,task-6905333b74f22949d97ba9d7,paperless-ngx/paperless-ngx,0.8461538461538461,False,589943.0,324396.0
pilot30,global-scope,task-6905333b74f22949d97ba9d8,paperless-ngx/paperless-ngx,0.5833333333333334,False,2243549.0,669227.0
pilot30,global-scope,task-6905333b74f22949d97ba9d9,paperless-ngx/paperless-ngx,0.7,False,899918.0,406157.0
pilot30,global-scope,task-6905333b74f22949d97ba9db,paperless-ngx/paperless-ngx,0.9166666666666666,False,1654800.0,549589.0
pilot30,global-scope,task-6905333b74f22949d97ba9dc,paperless-ngx/paperless-ngx,0.875,False,2761123.0,987131.0
pilot30,global-scope,task-6905333b74f22949d97ba9dd,paperless-ngx/paperless-ngx,0.6,False,1709135.0,737885.0
pilot30,global-scope,task-6905333b74f22949d97ba9de,paperless-ngx/paperless-ngx,0.5555555555555556,False,2521722.0,857878.0
pilot30,global-scope,task-6905333b74f22949d97ba9e0,paperless-ngx/paperless-ngx,0.375,False,4686959.0,1604148.0
shuffle1,repo-scope,task-6905333b74f22949d97ba9ac,simple-login/app,1.0,False,7461387.0,3026467.0
shuffle1,repo-scope,task-6905333b74f22949d97ba9ae,simple-login/app,0.6666666666666666,False,3002445.0,1586362.0
shuffle1,repo-scope,task-6905333b74f22949d97ba9af,simple-login/app,0.7692307692307693,False,7906711.0,2581874.0
shuffle1,repo-scope,task-6905333b74f22949d97ba9ad,simple-login/app,0.8181818181818182,False,,1427568.0
shuffle1,repo-scope,task-6905333b74f22949d97baa1d,simple-login/app,0.5,False,2025831.0,1034289.0
shuffle1,repo-scope,task-6905333b74f22949d97ba9a5,simple-login/app,0.7692307692307693,False,3165330.0,1088530.0
shuffle1,repo-scope,task-6905333b74f22949d97ba9e8,simple-login/app,0.7333333333333333,False,2385026.0,832019.0
shuffle1,repo-scope,task-6905333b74f22949d97ba9aa,simple-login/app,0.8333333333333334,False,3203014.0,1440519.0
shuffle1,repo-scope,task-6905333b74f22949d97ba9ab,simple-login/app,0.8571428571428571,False,,4165671.0
shuffle1,repo-scope,task-6905333b74f22949d97ba9a8,simple-login/app,1.0,False,10888262.0,4355611.0
shuffle1,repo-scope,task-6905333b74f22949d97ba9b2,simple-login/app,1.0,False,2702087.0,851971.0
shuffle1,repo-scope,task-6905333b74f22949d97ba9a4,simple-login/app,1.0,False,1914477.0,617806.0
shuffle1,repo-scope,task-6905333b74f22949d97ba9a9,simple-login/app,0.6,False,1577475.0,547213.0
shuffle1,repo-scope,task-6905333b74f22949d97ba9a6,simple-login/app,0.9090909090909091,False,,4743538.0
shuffle1,repo-scope,task-6905333b74f22949d97ba9a7,simple-login/app,0.9230769230769231,False,4620047.0,932092.0
shuffle1,repo-scope,task-6905333b74f22949d97ba9d3,paperless-ngx/paperless-ngx,1.0,False,2721008.0,597372.0
shuffle1,repo-scope,task-6905333b74f22949d97ba9e0,paperless-ngx/paperless-ngx,0.5,False,4258701.0,941272.0
shuffle1,repo-scope,task-6905333b74f22949d97ba9dd,paperless-ngx/paperless-ngx,0.0,True,1060914.0,311014.0
shuffle1,repo-scope,task-6905333b74f22949d97ba9d7,paperless-ngx/paperless-ngx,0.9230769230769231,False,1225992.0,341197.0
shuffle1,repo-scope,task-6905333b74f22949d97ba9d2,paperless-ngx/paperless-ngx,0.9090909090909091,False,1280145.0,419174.0
shuffle1,repo-scope,task-6905333b74f22949d97ba9d9,paperless-ngx/paperless-ngx,0.9,False,1156502.0,331159.0
shuffle1,repo-scope,task-6905333b74f22949d97ba9db,paperless-ngx/paperless-ngx,1.0,False,889378.0,293575.0
shuffle1,repo-scope,task-6905333b74f22949d97ba9d8,paperless-ngx/paperless-ngx,0.5833333333333334,False,1686509.0,484680.0
shuffle1,repo-scope,task-6905333b74f22949d97ba9d6,paperless-ngx/paperless-ngx,0.9,False,2091601.0,539343.0
shuffle1,repo-scope,task-6905333b74f22949d97ba9dc,paperless-ngx/paperless-ngx,1.0,False,6354255.0,3046216.0
shuffle1,repo-scope,task-6905333b74f22949d97ba9de,paperless-ngx/paperless-ngx,0.0,True,,
shuffle1,repo-scope,task-6905333b74f22949d97ba9d0,paperless-ngx/paperless-ngx,1.0,False,1830199.0,1575794.0
shuffle1,repo-scope,task-6905333b74f22949d97ba9d1,paperless-ngx/paperless-ngx,1.0,False,1985126.0,1234221.0
shuffle1,repo-scope,task-6905333b74f22949d97ba9d4,paperless-ngx/paperless-ngx,0.8181818181818182,False,1560719.0,1001731.0
shuffle1,repo-scope,task-6905333b74f22949d97ba9d5,paperless-ngx/paperless-ngx,0.7142857142857143,False,1085398.0,467220.0
shuffle1,global-scope,task-6905333b74f22949d97ba9ac,simple-login/app,0.0,True,,
shuffle1,global-scope,task-6905333b74f22949d97ba9ae,simple-login/app,0.6666666666666666,False,1353774.0,1817370.0
shuffle1,global-scope,task-6905333b74f22949d97ba9af,simple-login/app,0.6153846153846154,False,4362204.0,2898178.0
shuffle1,global-scope,task-6905333b74f22949d97ba9ad,simple-login/app,0.0,True,,
shuffle1,global-scope,task-6905333b74f22949d97baa1d,simple-login/app,0.875,False,1721548.0,1358236.0
shuffle1,global-scope,task-6905333b74f22949d97ba9a5,simple-login/app,0.6153846153846154,False,1007201.0,279197.0
shuffle1,global-scope,task-6905333b74f22949d97ba9e8,simple-login/app,0.0,True,,
shuffle1,global-scope,task-6905333b74f22949d97ba9aa,simple-login/app,0.0,True,,
shuffle1,global-scope,task-6905333b74f22949d97ba9ab,simple-login/app,0.0,True,,
shuffle1,global-scope,task-6905333b74f22949d97ba9a8,simple-login/app,0.0,True,,
shuffle1,global-scope,task-6905333b74f22949d97ba9b2,simple-login/app,0.0,True,,
shuffle1,global-scope,task-6905333b74f22949d97ba9a4,simple-login/app,0.0,True,,
shuffle1,global-scope,task-6905333b74f22949d97ba9a9,simple-login/app,0.0,True,,
shuffle1,global-scope,task-6905333b74f22949d97ba9a6,simple-login/app,0.8181818181818182,False,8441146.0,3320114.0
shuffle1,global-scope,task-6905333b74f22949d97ba9a7,simple-login/app,0.9230769230769231,False,2024303.0,859170.0
shuffle1,global-scope,task-6905333b74f22949d97ba9d3,paperless-ngx/paperless-ngx,0.0,True,2681683.0,1003222.0
shuffle1,global-scope,task-6905333b74f22949d97ba9e0,paperless-ngx/paperless-ngx,0.625,False,2883534.0,850459.0
shuffle1,global-scope,task-6905333b74f22949d97ba9dd,paperless-ngx/paperless-ngx,0.7,False,1385060.0,647397.0
shuffle1,global-scope,task-6905333b74f22949d97ba9d7,paperless-ngx/paperless-ngx,0.8461538461538461,False,2754122.0,1240027.0
shuffle1,global-scope,task-6905333b74f22949d97ba9d2,paperless-ngx/paperless-ngx,0.7272727272727273,False,1786736.0,797002.0
shuffle1,global-scope,task-6905333b74f22949d97ba9d9,paperless-ngx/paperless-ngx,0.7,False,2149907.0,865540.0
shuffle1,global-scope,task-6905333b74f22949d97ba9db,paperless-ngx/paperless-ngx,0.9166666666666666,False,1914077.0,740051.0
shuffle1,global-scope,task-6905333b74f22949d97ba9d8,paperless-ngx/paperless-ngx,0.6666666666666666,False,3105589.0,1214243.0
shuffle1,global-scope,task-6905333b74f22949d97ba9d6,paperless-ngx/paperless-ngx,0.9,False,1523594.0,834853.0
shuffle1,global-scope,task-6905333b74f22949d97ba9dc,paperless-ngx/paperless-ngx,1.0,False,3767241.0,1813318.0
shuffle1,global-scope,task-6905333b74f22949d97ba9de,paperless-ngx/paperless-ngx,0.0,True,,
shuffle1,global-scope,task-6905333b74f22949d97ba9d0,paperless-ngx/paperless-ngx,1.0,False,2124485.0,2560949.0
shuffle1,global-scope,task-6905333b74f22949d97ba9d1,paperless-ngx/paperless-ngx,0.0,False,,
shuffle1,global-scope,task-6905333b74f22949d97ba9d4,paperless-ngx/paperless-ngx,0.8181818181818182,False,1339284.0,1695247.0
shuffle1,global-scope,task-6905333b74f22949d97ba9d5,paperless-ngx/paperless-ngx,0.0,True,,
shuffle2,repo-scope,task-6905333b74f22949d97ba9ac,simple-login/app,0.6,False,3244673.0,1626039.0
shuffle2,repo-scope,task-6905333b74f22949d97ba9a7,simple-login/app,1.0,False,2017189.0,1505587.0
shuffle2,repo-scope,task-6905333b74f22949d97ba9a9,simple-login/app,0.6,False,5420017.0,3529085.0
shuffle2,repo-scope,task-6905333b74f22949d97ba9ab,simple-login/app,0.8571428571428571,False,4795358.0,1904637.0
shuffle2,repo-scope,task-6905333b74f22949d97baa1d,simple-login/app,0.875,False,1643222.0,1497795.0
shuffle2,repo-scope,task-6905333b74f22949d97ba9b2,simple-login/app,1.0,False,3106160.0,1404342.0
shuffle2,repo-scope,task-6905333b74f22949d97ba9a8,simple-login/app,1.0,False,2154999.0,808497.0
shuffle2,repo-scope,task-6905333b74f22949d97ba9e8,simple-login/app,0.4666666666666667,False,4336449.0,1308773.0
shuffle2,repo-scope,task-6905333b74f22949d97ba9af,simple-login/app,0.8461538461538461,False,3096122.0,1415630.0
shuffle2,repo-scope,task-6905333b74f22949d97ba9ae,simple-login/app,0.6666666666666666,False,2518403.0,977040.0
shuffle2,repo-scope,task-6905333b74f22949d97ba9aa,simple-login/app,0.8333333333333334,False,1584982.0,878065.0
shuffle2,repo-scope,task-6905333b74f22949d97ba9a5,simple-login/app,0.6153846153846154,False,1972325.0,1650473.0
shuffle2,repo-scope,task-6905333b74f22949d97ba9a6,simple-login/app,0.7272727272727273,False,8959477.0,3123392.0
shuffle2,repo-scope,task-6905333b74f22949d97ba9a4,simple-login/app,0.0,True,1281950.0,556327.0
shuffle2,repo-scope,task-6905333b74f22949d97ba9ad,simple-login/app,0.7272727272727273,False,2968143.0,867061.0
shuffle2,repo-scope,task-6905333b74f22949d97ba9dd,paperless-ngx/paperless-ngx,0.4,False,775702.0,422349.0
shuffle2,repo-scope,task-6905333b74f22949d97ba9d6,paperless-ngx/paperless-ngx,0.9,False,1393300.0,432647.0
shuffle2,repo-scope,task-6905333b74f22949d97ba9d1,paperless-ngx/paperless-ngx,0.875,False,1638513.0,799398.0
shuffle2,repo-scope,task-6905333b74f22949d97ba9d2,paperless-ngx/paperless-ngx,0.7272727272727273,False,1081833.0,496436.0
shuffle2,repo-scope,task-6905333b74f22949d97ba9db,paperless-ngx/paperless-ngx,0.9166666666666666,False,3125181.0,1013559.0
shuffle2,repo-scope,task-6905333b74f22949d97ba9d9,paperless-ngx/paperless-ngx,0.8,False,1426050.0,700726.0
shuffle2,repo-scope,task-6905333b74f22949d97ba9d7,paperless-ngx/paperless-ngx,0.8461538461538461,False,2043538.0,854703.0
shuffle2,repo-scope,task-6905333b74f22949d97ba9e0,paperless-ngx/paperless-ngx,0.875,False,1869995.0,745499.0
shuffle2,repo-scope,task-6905333b74f22949d97ba9d4,paperless-ngx/paperless-ngx,0.8181818181818182,False,2093310.0,662134.0
shuffle2,repo-scope,task-6905333b74f22949d97ba9d8,paperless-ngx/paperless-ngx,0.75,False,2795457.0,620754.0
shuffle2,repo-scope,task-6905333b74f22949d97ba9d0,paperless-ngx/paperless-ngx,1.0,False,2513972.0,559204.0
shuffle2,repo-scope,task-6905333b74f22949d97ba9d5,paperless-ngx/paperless-ngx,0.5714285714285714,False,1246954.0,512087.0
shuffle2,repo-scope,task-6905333b74f22949d97ba9de,paperless-ngx/paperless-ngx,0.2222222222222222,False,4443451.0,1347812.0
shuffle2,repo-scope,task-6905333b74f22949d97ba9d3,paperless-ngx/paperless-ngx,0.9090909090909091,False,2076532.0,572725.0
shuffle2,repo-scope,task-6905333b74f22949d97ba9dc,paperless-ngx/paperless-ngx,1.0,False,10884217.0,2283183.0
shuffle2,global-scope,task-6905333b74f22949d97ba9ac,simple-login/app,0.0,True,,
shuffle2,global-scope,task-6905333b74f22949d97ba9a7,simple-login/app,0.0,True,,
shuffle2,global-scope,task-6905333b74f22949d97ba9a9,simple-login/app,0.7,False,2703268.0,1663790.0
shuffle2,global-scope,task-6905333b74f22949d97ba9ab,simple-login/app,0.8571428571428571,False,5327072.0,4207127.0
shuffle2,global-scope,task-6905333b74f22949d97baa1d,simple-login/app,0.0,True,,
shuffle2,global-scope,task-6905333b74f22949d97ba9b2,simple-login/app,0.0,True,,
shuffle2,global-scope,task-6905333b74f22949d97ba9a8,simple-login/app,0.0,True,,
shuffle2,global-scope,task-6905333b74f22949d97ba9e8,simple-login/app,0.0,True,,
shuffle2,global-scope,task-6905333b74f22949d97ba9af,simple-login/app,0.7692307692307693,False,6290969.0,2480151.0
shuffle2,global-scope,task-6905333b74f22949d97ba9ae,simple-login/app,0.5,False,2867634.0,1173416.0
shuffle2,global-scope,task-6905333b74f22949d97ba9aa,simple-login/app,0.8333333333333334,False,3794639.0,1184749.0
shuffle2,global-scope,task-6905333b74f22949d97ba9a5,simple-login/app,0.9230769230769231,False,2398449.0,1006538.0
shuffle2,global-scope,task-6905333b74f22949d97ba9a6,simple-login/app,0.0,True,9952012.0,2711846.0
shuffle2,global-scope,task-6905333b74f22949d97ba9a4,simple-login/app,1.0,False,2526415.0,844870.0
shuffle2,global-scope,task-6905333b74f22949d97ba9ad,simple-login/app,0.7272727272727273,False,2510620.0,923233.0
shuffle2,global-scope,task-6905333b74f22949d97ba9dd,paperless-ngx/paperless-ngx,0.7,False,2211849.0,1057682.0
shuffle2,global-scope,task-6905333b74f22949d97ba9d6,paperless-ngx/paperless-ngx,0.9,False,1668454.0,778024.0
shuffle2,global-scope,task-6905333b74f22949d97ba9d1,paperless-ngx/paperless-ngx,1.0,False,1080211.0,554156.0
shuffle2,global-scope,task-6905333b74f22949d97ba9d2,paperless-ngx/paperless-ngx,0.8181818181818182,False,1376557.0,888669.0
shuffle2,global-scope,task-6905333b74f22949d97ba9db,paperless-ngx/paperless-ngx,1.0,False,1570840.0,1385762.0
shuffle2,global-scope,task-6905333b74f22949d97ba9d9,paperless-ngx/paperless-ngx,0.8,False,1526991.0,1882393.0
shuffle2,global-scope,task-6905333b74f22949d97ba9d7,paperless-ngx/paperless-ngx,0.8461538461538461,False,1880734.0,1985804.0
shuffle2,global-scope,task-6905333b74f22949d97ba9e0,paperless-ngx/paperless-ngx,0.5,False,2625982.0,2237646.0
shuffle2,global-scope,task-6905333b74f22949d97ba9d4,paperless-ngx/paperless-ngx,0.7272727272727273,False,2627515.0,2886138.0
shuffle2,global-scope,task-6905333b74f22949d97ba9d8,paperless-ngx/paperless-ngx,0.5,False,2172288.0,1580097.0
shuffle2,global-scope,task-6905333b74f22949d97ba9d0,paperless-ngx/paperless-ngx,1.0,False,1734990.0,1512259.0
shuffle2,global-scope,task-6905333b74f22949d97ba9d5,paperless-ngx/paperless-ngx,0.7142857142857143,False,963957.0,1901688.0
shuffle2,global-scope,task-6905333b74f22949d97ba9de,paperless-ngx/paperless-ngx,0.0,True,,
shuffle2,global-scope,task-6905333b74f22949d97ba9d3,paperless-ngx/paperless-ngx,0.9090909090909091,False,1655048.0,1880243.0
shuffle2,global-scope,task-6905333b74f22949d97ba9dc,paperless-ngx/paperless-ngx,0.0,True,,
